cik,primarysymbol,companyname,industry,sector,siccode,websiteurl,lastannualtotalassets,lastannualrevenue,lastannualnetincome,lastannualeps,totalsharesoutstandingdate
1573516,MUSA,MURPHY USA INC.,Oil & Gas Refining and Marketing,Energy,5500,,2088740000,11594553000,221492000,5.59,3/31/2017 0:00
1138118,CBG,"CBRE GROUP, INC.",Real Estate Services,Financials,6500,www.cbre.com,10779587000,13071589000,571973000,1.69,4/30/2017 0:00
882184,DHI,HORTON D R INC /DE/,Homebuilding,Consumer Cyclicals,1531,http://www.drhorton.com,11558900000,12157400000,886300000,2.36,4/19/2017 0:00
1001250,EL,ESTEE LAUDER COMPANIES INC,Personal Products,Consumer Non-Cyclicals,2844,www.elcompanies.com,9223300000,11262300000,1114600000,2.96,4/26/2017 0:00
884905,PX,PRAXAIR INC,Commodity Chemicals,Basic Materials,2810,http://www.praxair.com,19332000000,10534000000,1500000000,5.21,3/31/2017 0:00
875045,BIIB,BIOGEN INC.,Pharmaceuticals,Healthcare,2836,www.idecpharm.com,22876800000,11448800000,3702800000,16.93,4/21/2017 0:00
93751,STT,STATE STREET CORP,Investment Management & Fund Operators,Financials,6022,www.statestreet.com,2.42698E+11,0,2143000000,4.97,4/30/2017 0:00
5513,UNM,UNUM GROUP,Life & Health Insurance,Financials,6321,http://www.unum.com/,61941500000,11046500000,931400000,3.95,4/25/2017 0:00
1275283,RAI,REYNOLDS AMERICAN INC,Tobacco,Consumer Non-Cyclicals,2111,http://www.rjrt.com,51095000000,12503000000,6073000000,4.25,4/13/2017 0:00
1031203,GPI,GROUP 1 AUTOMOTIVE INC,"Auto Vehicles, Parts & Service Retailers",Consumer Cyclicals,5500,www.group1auto.com,4461903000,10887612000,147065000,6.67,4/28/2017 0:00
1000228,HSIC,HENRY SCHEIN INC,"Medical Equipment, Supplies & Distribution",Healthcare,5047,http://www.henryschein.com,6730396000,11571668000,506778000,6.19,5/3/2017 0:00
1364479,HRI,HERC HOLDINGS INC,"Passenger Transportation, Ground & Sea",Industrials,7350,www.hertz.com,3463300000,1554800000,-19700000,-0.7,5/5/2017 0:00
702165,NSC,NORFOLK SOUTHERN CORP,Ground Freight & Logistics,Industrials,4011,http://www.nscorp.com,34892000000,9888000000,1668000000,5.62,3/31/2017 0:00
898174,RGA,REINSURANCE GROUP OF AMERICA INC,Reinsurance,Financials,6311,www.rgare.com,53097879000,11521511000,701443000,10.79,4/30/2017 0:00
788784,PEG,PUBLIC SERVICE ENTERPRISE GROUP INC,Electric Utilities,Utilities,4931,www.pseg.com,40070000000,9061000000,887000000,1.75,4/18/2017 0:00
92230,BBT,BB&T CORP,Banks,Financials,6021,www.bbandt.com,2.19276E+11,0,2426000000,2.77,3/31/2017 0:00
936340,DTE,DTE ENERGY CO,Electric Utilities,Utilities,4911,www.dteenergy.com,32041000000,10630000000,868000000,4.83,3/31/2017 0:00
1267238,AIZ,ASSURANT INC,Multiline Insurance & Brokers,Financials,6321,www.us.fortis.com,29709128000,7531780000,565350000,9.13,4/28/2017 0:00
1323468,GLP,GLOBAL PARTNERS LP,Oil & Gas Refining and Marketing,Energy,5171,www.globalp.com,2564020000,8239639000,-199412000,-5.91,5/4/2017 0:00
1307954,HUN,HUNTSMAN CORP,Specialty Chemicals,Basic Materials,2800,www.huntsman.com,9189000000,9657000000,326000000,1.36,4/19/2017 0:00
10795,BDX,BECTON DICKINSON & CO,"Medical Equipment, Supplies & Distribution",Healthcare,3841,www.bd.com,25586000000,12483000000,977000000,4.49,3/31/2017 0:00
1032208,SRE,SEMPRA ENERGY,Multiline Utilities,Utilities,4932,http://www.sempra.com,47786000000,10183000000,1371000000,5.46,5/3/2017 0:00
866787,AZO,AUTOZONE INC,"Auto Vehicles, Parts & Service Retailers",Consumer Cyclicals,5531,http://www.autozone.com,8599787000,10635676000,1241007000,40.7,3/17/2017 0:00
808450,NAV,NAVISTAR INTERNATIONAL CORP,Heavy Machinery & Vehicles,Industrials,3711,http://www.navistar.com,5653000000,8111000000,-97000000,-1.19,2/28/2017 0:00
1393612,DFS,DISCOVER FINANCIAL SERVICES,Consumer Lending,Financials,6141,,92308000000,0,2393000000,5.77,4/28/2017 0:00
1355096,QVCA,LIBERTY INTERACTIVE CORP,Department Stores,Consumer Cyclicals,5961,,20355000000,10647000000,1235000000,0.98,4/30/2017 0:00
277135,GWW,GRAINGER W W INC,Industrial Machinery & Equipment,Industrials,5000,http://www.grainger.com,5694307000,10137204000,605928000,9.87,3/31/2017 0:00
10456,BAX,BAXTER INTERNATIONAL INC,"Medical Equipment, Supplies & Distribution",Healthcare,3841,www.baxter.com,15546000000,10163000000,4965000000,9.01,4/30/2017 0:00
310764,SYK,STRYKER CORP,"Medical Equipment, Supplies & Distribution",Healthcare,3841,http://www.stryker.com/,20435000000,11325000000,1647000000,4.35,3/31/2017 0:00
2969,APD,AIR PRODUCTS & CHEMICALS INC /DE/,Commodity Chemicals,Basic Materials,2810,http://www.airproducts.com,18055300000,9524400000,631100000,2.89,3/31/2017 0:00
1339048,WNR,"WESTERN REFINING, INC.",Oil & Gas Refining and Marketing,Energy,2911,www.westernrefining.com,5560397000,7743213000,124939000,1.24,4/28/2017 0:00
352915,UHS,UNIVERSAL HEALTH SERVICES INC,Healthcare Facilities & Services,Healthcare,8062,http://www.uhsinc.com/,10317802000,9766210000,702409000,7.14,4/30/2017 0:00
75252,OMI,OWENS & MINOR INC/VA/,"Medical Equipment, Supplies & Distribution",Healthcare,5047,http://www.owens-minor.com,2717752000,9723431000,108787000,1.76,4/28/2017 0:00
1091667,CHTR,"CHARTER COMMUNICATIONS, INC. /MO/",Broadcasting,Consumer Cyclicals,4841,www.chartercom.com,1.49067E+11,29003000000,3522000000,15.94,3/31/2017 0:00
1158449,AAP,ADVANCE AUTO PARTS INC,"Auto Vehicles, Parts & Service Retailers",Consumer Cyclicals,5531,www.advanceautoparts.com,8315033000,9567679000,459622000,6.2,2/23/2017 0:00
1141391,MA,MASTERCARD INC,Internet Services,Technology,7389,www.mastercard.com,18675000000,10776000000,4059000000,3.69,4/27/2017 0:00
6951,AMAT,APPLIED MATERIALS INC /DE,Semiconductor Equipment & Testing,Technology,3674,http://www.appliedmaterials.com/,14588000000,10825000000,1721000000,1.54,1/29/2017 0:00
915389,EMN,EASTMAN CHEMICAL CO,Commodity Chemicals,Basic Materials,2821,http://www.eastman.com,15457000000,9008000000,854000000,5.75,3/31/2017 0:00
1043509,SAH,SONIC AUTOMOTIVE INC,"Auto Vehicles, Parts & Service Retailers",Consumer Cyclicals,5500,www.sonicautomotive.com,3639336000,9731779000,93193000,2.03,4/24/2017 0:00
40729,ALLY,ALLY FINANCIAL INC.,Consumer Lending,Financials,6172,www.ally.com,1.63728E+11,0,1067000000,2.15,5/2/2017 0:00
1562039,CST,"CST BRANDS, INC.",Oil & Gas Refining and Marketing,Energy,5500,www.cstbrands.com,4360000000,11106000000,324000000,4.24,5/4/2017 0:00
1065088,EBAY,EBAY INC,Internet Services,Technology,7389,www.ebay.com,23847000000,8979000000,7266000000,6.35,4/17/2017 0:00
920760,LEN,LENNAR CORP /NEW/,Homebuilding,Consumer Cyclicals,1520,http://www.lennar.com/,15361781000,10949999000,911844000,3.93,3/31/2017 0:00
1326380,GME,GAMESTOP CORP.,Computer & Electronics Retailers,Consumer Cyclicals,5734,www.gamestop.com,4975900000,8607900000,353200000,3.4,3/16/2017 0:00
861884,RS,RELIANCE STEEL & ALUMINUM CO,Steel,Basic Materials,5051,www.rsac.com,7411300000,8613400000,304300000,4.16,5/1/2017 0:00
48465,HRL,HORMEL FOODS CORP /DE/,Food Processing,Consumer Non-Cyclicals,2011,http://www.hormel.com,6370067000,9523224000,890052000,1.64,3/5/2017 0:00
816284,CELG,CELGENE CORP /DE/,Biotechnology & Medical Research,Healthcare,2834,www.celgene.com,28085600000,11229200000,1999200000,2.49,4/20/2017 0:00
1276520,GNW,GENWORTH FINANCIAL INC,Multiline Insurance & Brokers,Financials,6311,www.genworth.com,1.04658E+11,8369000000,-277000000,-0.5,4/27/2017 0:00
1633917,PYPL,"PAYPAL HOLDINGS, INC.",Internet Services,Technology,7389,,33103000000,10842000000,1401000000,1.15,4/21/2017 0:00
1075531,PCLN,PRICELINE GROUP INC.,Leisure & Recreation,Consumer Cyclicals,7389,www.priceline.com,19838973000,10743006000,2134987000,42.65,5/2/2017 0:00
789570,MGM,MGM RESORTS INTERNATIONAL,Casinos & Gaming,Consumer Cyclicals,7011,http://www.mgm-mirage.com,28173301000,9455123000,1101440000,1.92,5/4/2017 0:00
1034670,ALV,AUTOLIV INC,"Auto, Truck & Motorcycle Parts",Consumer Cyclicals,3714,http://www.autoliv.com,8234400000,10073600000,567100000,6.42,4/24/2017 0:00
1331875,FNF,"FIDELITY NATIONAL FINANCIAL, INC.",Property & Casualty Insurance,Financials,6361,http://www.fntg.com/,14025000000,9554000000,650000000,0,4/30/2017 0:00
1060391,RSG,"REPUBLIC SERVICES, INC.",Environmental Services & Equipment,Industrials,4953,http://www.republicservices.com/,20629600000,9387700000,612600000,1.78,4/20/2017 0:00
24741,GLW,CORNING INC /NY,Electronic Equipment & Parts,Technology,3357,www.corning.com,27899000000,9390000000,3695000000,3.23,4/13/2017 0:00
1494319,UNVR,UNIVAR INC.,Commodity Chemicals,Basic Materials,5160,www.univarcorp.com,5389900000,8073700000,-68400000,-0.5,4/25/2017 0:00
1285785,MOS,MOSAIC CO,Agricultural Chemicals,Basic Materials,2870,http://www.mosaicco.com/,16840700000,7162800000,297800000,0.85,4/28/2017 0:00
1318084,CORE,"CORE-MARK HOLDING COMPANY, INC.",Air Freight & Logistics,Industrials,5141,http://www.core-mark.com,1497000000,14529400000,54200000,1.17,5/5/2017 0:00
1573097,HDS,"HD SUPPLY HOLDINGS, INC.",Diversified Trading & Distributing,Industrials,5000,www.hdsupply.com,5707000000,7439000000,196000000,0.97,3/10/2017 0:00
1219601,CCK,CROWN HOLDINGS INC,Non-Paper Containers & Packaging,Basic Materials,3411,http://www.crowncork.com,9599000000,8284000000,496000000,3.56,4/27/2017 0:00
821189,EOG,EOG RESOURCES INC,Oil & Gas Exploration and Production,Energy,1311,http://www.eogresources.com,29459433000,7650632000,-1096686000,-1.98,5/1/2017 0:00
1599489,VRTV,VERITIV CORP,Paper Products,Basic Materials,5110,,2483700000,8326600000,21000000,1.3,4/28/2017 0:00
773910,APC,ANADARKO PETROLEUM CORP,Oil & Gas Exploration and Production,Energy,1311,http://www.anadarko.com,45564000000,7869000000,-3071000000,-5.9,4/19/2017 0:00
920148,LH,LABORATORY CORP OF AMERICA HOLDINGS,Healthcare Facilities & Services,Healthcare,8071,www.labcorp.com,14247000000,9641800000,732100000,7.02,4/26/2017 0:00
1308161,FOXA,"TWENTY-FIRST CENTURY FOX, INC.",Entertainment Production,Consumer Cyclicals,4841,http://www.newscorp.com/,48365000000,27326000000,2755000000,1.42,5/5/2017 0:00
750556,STI,SUNTRUST BANKS INC,Banks,Financials,6021,http://www.suntrust.com,2.04875E+11,0,1878000000,3.6,4/28/2017 0:00
723612,CAR,"AVIS BUDGET GROUP, INC.","Passenger Transportation, Ground & Sea",Industrials,7510,http://www.cendant.com,16958000000,8659000000,163000000,1.75,4/30/2017 0:00
794323,LVLT,LEVEL 3 COMMUNICATIONS INC,Integrated Telecommunications Services,Telecommunication Services,4813,www.level3.com,24888000000,8172000000,677000000,1.87,5/3/2017 0:00
1024725,TEN,TENNECO INC,"Auto, Truck & Motorcycle Parts",Consumer Cyclicals,3714,www.tenneco.com,4342000000,8599000000,363000000,6.44,4/28/2017 0:00
1020859,UNFI,UNITED NATURAL FOODS INC,Food Retail & Distribution,Consumer Non-Cyclicals,5141,http://www.unfi.com/,2852155000,8470286000,125766000,2.5,3/3/2017 0:00
931336,DF,DEAN FOODS CO,Food Processing,Consumer Non-Cyclicals,2020,www.suizafoods.com,2606227000,7710226000,119929000,1.31,5/4/2017 0:00
16732,CPB,CAMPBELL SOUP CO,Food Processing,Consumer Non-Cyclicals,2000,http://www.campbellsoupcompany.com/,7837000000,7961000000,563000000,1.81,3/3/2017 0:00
851968,MHK,MOHAWK INDUSTRIES INC,Home Furnishings,Consumer Cyclicals,2273,http://www.mohawkind.com/,10230596000,8959087000,930362000,12.48,5/3/2017 0:00
908255,BWA,BORGWARNER INC,"Auto, Truck & Motorcycle Parts",Consumer Cyclicals,3714,www.bwauto.com,8834700000,9071000000,118500000,0.55,4/21/2017 0:00
78239,PVH,PVH CORP. /DE/,Apparel & Accessories,Consumer Cyclicals,2320,www.pvh.com,11067900000,8203100000,549000000,6.79,3/14/2017 0:00
9389,BLL,BALL CORP,Non-Paper Containers & Packaging,Basic Materials,3411,http://www.ball.com,16173000000,9061000000,263000000,1.63,4/30/2017 0:00
898173,ORLY,O REILLY AUTOMOTIVE INC,"Auto Vehicles, Parts & Service Retailers",Consumer Cyclicals,5531,http://www.oreillyauto.com,7204189000,8593096000,1037691000,10.73,5/1/2017 0:00
72741,ES,EVERSOURCE ENERGY,Electric Utilities,Utilities,4911,www.nu.com,32053173000,7639129000,942302000,2.96,4/30/2017 0:00
38777,BEN,FRANKLIN RESOURCES INC,Investment Management & Fund Operators,Financials,6282,http://www.franklintempleton.com,16098800000,0,1726700000,2.94,4/21/2017 0:00
62996,MAS,MASCO CORP /DE/,Construction Supplies & Fixtures,Consumer Cyclicals,2430,www.masco.com,5137000000,7357000000,491000000,1.47,3/31/2017 0:00
1023128,LAD,LITHIA MOTORS INC,"Auto Vehicles, Parts & Service Retailers",Consumer Cyclicals,5500,www.lithia.com,3844150000,8678157000,197058000,7.72,4/28/2017 0:00
1404912,KKR,KKR & CO. L.P.,Investment Management & Fund Operators,Financials,6282,www.kkr.com,39002897000,0,309307000,0.59,5/3/2017 0:00
1039684,OKE,ONEOK INC /NEW/,Oil & Gas Transportation Services,Energy,4923,www.oneok.com,16138751000,8920934000,352039000,1.66,4/24/2017 0:00
1164727,NEM,NEWMONT MINING CORP /DE/,Gold,Basic Materials,1040,www.newmont.com,21031000000,6711000000,-627000000,-1.18,4/17/2017 0:00
922224,PPL,PPL CORP,Multiline Utilities,Utilities,4911,http://www.pplweb.com/,38315000000,7517000000,1902000000,2.79,4/27/2017 0:00
877422,SPTN,SPARTANNASH CO,Food Retail & Distribution,Consumer Non-Cyclicals,5141,http://www.spartanstores.com,1930336000,7734600000,56828000,1.51,2/28/2017 0:00
1050915,PWR,QUANTA SERVICES INC,Construction & Engineering,Industrials,1731,www.quantaservices.com,5354059000,7651319000,198383000,1.26,5/3/2017 0:00
1166003,XPO,"XPO LOGISTICS, INC.",Ground Freight & Logistics,Industrials,4700,www.xpologistics.com,11698400000,14619400000,69000000,0.53,5/1/2017 0:00
1037038,RL,RALPH LAUREN CORP,Apparel & Accessories,Consumer Cyclicals,2320,www.polo.com,5652000000,6652800000,-99300000,-1.2,5/12/2017 0:00
51644,IPG,"INTERPUBLIC GROUP OF COMPANIES, INC.",Advertising & Marketing,Consumer Cyclicals,7311,www.interpublic.com,12485200000,7846600000,608500000,1.49,4/14/2017 0:00
1022671,STLD,STEEL DYNAMICS INC,Steel,Basic Materials,3312,www.steeldynamics.com,6423732000,7777109000,382115000,1.56,5/1/2017 0:00
929008,WCC,WESCO INTERNATIONAL INC,Electrical Components & Equipment,Industrials,5063,www.wescodist.com,4490984000,7336017000,101588000,2.1,5/4/2017 0:00
1022079,DGX,QUEST DIAGNOSTICS INC,Healthcare Facilities & Services,Healthcare,8071,http://www.questdiagnostics.com/,10100000000,7515000000,645000000,4.51,4/13/2017 0:00
885725,BSX,BOSTON SCIENTIFIC CORP,Advanced Medical Equipment & Technology,Healthcare,3841,http://www.bostonscientific.com,18096000000,8386000000,347000000,0.25,4/28/2017 0:00
880266,AGCO,AGCO CORP /DE,Heavy Machinery & Vehicles,Industrials,3523,www.agcocorp.com,7168400000,7410500000,160100000,1.96,5/5/2017 0:00
850209,FL,"FOOT LOCKER, INC.",Apparel & Accessories Retailers,Consumer Cyclicals,5661,http://www.footlocker-inc.com/,3840000000,7766000000,664000000,4.91,3/20/2017 0:00
47111,HSY,HERSHEY CO,Food Processing,Consumer Non-Cyclicals,2060,http://www.hersheyfoods.com,5524333000,7440181000,720044000,6.48,4/21/2017 0:00
1130310,CNP,CENTERPOINT ENERGY INC,Multiline Utilities,Utilities,4911,www.CenterPointEnergy.com,21829000000,7528000000,432000000,1,4/21/2017 0:00
107263,WMB,WILLIAMS COMPANIES INC,Oil & Gas Transportation Services,Energy,4922,www.williams.com,46835000000,7499000000,-424000000,-0.57,4/28/2017 0:00
1089063,DKS,DICKS SPORTING GOODS INC,Other Specialty Retailers,Consumer Cyclicals,5940,www.dickssportinggoods.com,4058296000,7921981000,287396000,2.56,3/20/2017 0:00
1335258,LYV,"LIVE NATION ENTERTAINMENT, INC.",Entertainment Production,Consumer Cyclicals,7900,www.livenation.com,6764266000,8354934000,2942000,-0.23,4/27/2017 0:00
11544,WRB,BERKLEY W R CORP,Property & Casualty Insurance,Financials,6331,www.wrberkley.com,23364844000,7654184000,601916000,4.68,5/2/2017 0:00
1065696,LKQ,LKQ CORP,"Auto, Truck & Motorcycle Parts",Consumer Cyclicals,5010,www.lkqcorp.com,8303199000,8584031000,463975000,1.5,4/21/2017 0:00
8868,AVP,AVON PRODUCTS INC,Personal Products,Consumer Non-Cyclicals,2844,http://www.avoncompany.com,3418900000,5717700000,-107600000,-0.28,3/31/2017 0:00
940944,DRI,DARDEN RESTAURANTS INC,Restaurants & Bars,Consumer Cyclicals,5812,http://www.dardenusa.com,4582600000,6933500000,375000000,2.9,3/15/2017 0:00
1060009,KND,"KINDRED HEALTHCARE, INC",Healthcare Facilities & Services,Healthcare,8050,www.kindredhealthcare.com,6112724000,7219519000,-664230000,-7.65,4/30/2017 0:00
106535,WY,WEYERHAEUSER CO,Specialized REITs,Financials,6798,www.weyerhaeuser.com,19243000000,6365000000,1027000000,1.39,4/21/2017 0:00
726958,CASY,CASEYS GENERAL STORES INC,Food Retail & Distribution,Consumer Non-Cyclicals,5500,http://www.caseys.com,2726148000,7122086000,225982000,5.73,3/1/2017 0:00
1012100,SEE,SEALED AIR CORP/DE,Non-Paper Containers & Packaging,Basic Materials,2820,www.sealedair.com,7389100000,6778300000,486400000,2.46,4/28/2017 0:00
35527,FITB,FIFTH THIRD BANCORP,Banks,Financials,6022,http://www.53.com,1.42177E+11,0,1564000000,1.93,4/30/2017 0:00
29905,DOV,DOVER CORP,Industrial Machinery & Equipment,Industrials,3530,http://www.dovercorporation.com,10115991000,6794342000,508892000,3.25,4/13/2017 0:00
1501585,HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Aerospace & Defense,Industrials,3730,,6352000000,7068000000,573000000,12.14,4/28/2017 0:00
1065280,NFLX,NETFLIX INC,Internet Services,Technology,7841,www.netflix.com,13586610000,8830669000,186678000,0.43,3/31/2017 0:00
28917,DDS,"DILLARD'S, INC.",Department Stores,Consumer Cyclicals,5311,http://www.dillards.com,3888136000,6418009000,169220000,4.93,2/25/2017 0:00
105634,EME,EMCOR GROUP INC,Construction & Engineering,Industrials,1731,http://www.emcorgroup.com,3894170000,7551524000,181935000,2.97,4/24/2017 0:00
1573166,JONE,"JONES ENERGY, INC.",Oil & Gas Exploration and Production,Energy,1311,www.jonesenergy.com,1886700000,127847000,-42552000,-1.13,4/28/2017 0:00
918160,AKS,AK STEEL HOLDING CORP,Steel,Basic Materials,3312,http://www.aksteel.com/,4036000000,5882500000,-7800000,-0.03,4/26/2017 0:00
884614,UGI,UGI CORP /PA/,Natural Gas Utilities,Utilities,4932,www.ugicorp.com,10847200000,5685700000,364700000,2.08,4/30/2017 0:00
1324424,EXPE,"EXPEDIA, INC.",Leisure & Recreation,Consumer Cyclicals,4700,http://www.expedia.com,15777546000,8773564000,281848000,1.82,4/14/2017 0:00
1108524,CRM,SALESFORCE COM INC,IT Services & Consulting,Technology,7372,www.salesforce.com,17584923000,8391984000,179632000,0.26,4/30/2017 0:00
1389170,TRGP,TARGA RESOURCES CORP.,Oil & Gas Transportation Services,Energy,4922,www.targaresources.com,12871200000,6690900000,-187300000,-1.8,5/1/2017 0:00
6769,APA,APACHE CORP,Oil & Gas Exploration and Production,Energy,1311,www.apachecorp.com,22519000000,5367000000,-1405000000,-3.71,4/30/2017 0:00
1364885,SPR,"SPIRIT AEROSYSTEMS HOLDINGS, INC.",Aerospace & Defense,Industrials,3728,www.spiritaero.com,5405200000,6792900000,469700000,3.7,4/27/2017 0:00
746515,EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,Air Freight & Logistics,Industrials,4731,http://www.expeditors.com,2790871000,6098037000,430807000,2.36,5/1/2017 0:00
52795,AXE,ANIXTER INTERNATIONAL INC,Electrical Components & Equipment,Industrials,5063,http://www.anixter.com,4093600000,7622800000,120500000,3.59,4/19/2017 0:00
1136893,FIS,"FIDELITY NATIONAL INFORMATION SERVICES, INC.",Financial & Commodity Market Operators,Financials,7389,http://www.certegy.com,26031000000,9241000000,568000000,1.72,4/30/2017 0:00
1144980,ABG,ASBURY AUTOMOTIVE GROUP INC,"Auto Vehicles, Parts & Service Retailers",Consumer Cyclicals,5500,www.asburyauto.com,2336100000,6527800000,167200000,7.4,4/26/2017 0:00
4447,HES,HESS CORP,Oil & Gas Refining and Marketing,Energy,2911,http://www.hess.com/,28621000000,4762000000,-6132000000,-19.92,3/31/2017 0:00
85961,R,RYDER SYSTEM INC,Ground Freight & Logistics,Industrials,7510,www.ryder.com,10902454000,6786984000,262477000,4.9,3/31/2017 0:00
97216,TEX,TEREX CORP,Heavy Machinery & Vehicles,Industrials,3537,www.terex.com,5006800000,4443100000,-176100000,-1.63,4/28/2017 0:00
849399,SYMC,SYMANTEC CORP,Software,Technology,7372,www.symantec.com,18174000000,4019000000,-106000000,-0.17,4/28/2017 0:00
316709,SCHW,SCHWAB CHARLES CORP,Investment Banking & Brokerage Services,Financials,6211,http://www.schwab.com/,2.23383E+11,0,1889000000,1.31,4/30/2017 0:00
916457,CPN,CALPINE CORP,Electric Utilities,Utilities,4911,www.calpine.com,19317000000,6716000000,92000000,0.26,4/24/2017 0:00
811156,CMS,CMS ENERGY CORP,Multiline Utilities,Utilities,4931,www.cmsenergy.com,21622000000,6399000000,551000000,1.98,4/11/2017 0:00
1101215,ADS,ALLIANCE DATA SYSTEMS CORP,Business Support Services,Industrials,7389,www.alliancedatasystems.com,25514100000,7138100000,515800000,7.34,4/26/2017 0:00
1158463,JBLU,JETBLUE AIRWAYS CORP,Airlines,Industrials,4512,www.jetblue.com.,9487000000,6632000000,759000000,2.22,3/31/2017 0:00
1437107,DISCA,"DISCOVERY COMMUNICATIONS, INC.",Broadcasting,Consumer Cyclicals,4841,,15758000000,6497000000,1194000000,1.96,5/2/2017 0:00
99780,TRN,TRINITY INDUSTRIES INC,Industrial Conglomerates,Industrials,3743,www.trin.net,9125300000,4588300000,343600000,2.25,4/14/2017 0:00
897723,SANM,SANMINA CORP,Semiconductors,Technology,3672,www.sanmina.com,3625222000,6481181000,187838000,2.38,4/24/2017 0:00
70866,NCR,NCR CORP,IT Services & Consulting,Technology,3578,http://www.ncr.com,7673000000,6543000000,270000000,1.8,4/15/2017 0:00
1681459,FTI,TECHNIPFMC PLC,Oil Related Services and Equipment,Energy,3533,,74100,0,-11900,0,4/28/2017 0:00
922621,ERIE,ERIE INDEMNITY CO,Property & Casualty Insurance,Financials,6411,http://www.erieinsurance.com,1548955000,1624459000,210366000,4.01,4/14/2017 0:00
1024478,ROK,ROCKWELL AUTOMATION INC,Electrical Components & Equipment,Industrials,3829,http://www.rockwell.com/,7101200000,5879500000,729700000,5.56,3/31/2017 0:00
1418135,DPS,"DR PEPPER SNAPPLE GROUP, INC.",Non-Alcoholic Beverages,Consumer Non-Cyclicals,2080,www.drpeppersnapplegroup.com,9791000000,6440000000,847000000,4.54,4/24/2017 0:00
1400891,IHRT,"IHEARTMEDIA, INC.",Broadcasting,Consumer Cyclicals,4832,,12862247000,6273573000,-296318000,-3.5,5/1/2017 0:00
916365,TSCO,TRACTOR SUPPLY CO /DE/,Other Specialty Retailers,Consumer Cyclicals,5200,http://www.tractorsupplyco.com,2674942000,6779579000,437120000,3.27,4/29/2017 0:00
728535,JBHT,HUNT J B TRANSPORT SERVICES INC,Ground Freight & Logistics,Industrials,4213,www.jbhunt.com,3828988000,6555459000,432090000,3.81,3/31/2017 0:00
22444,CMC,COMMERCIAL METALS CO,Steel,Basic Materials,3312,http://www.commercialmetals.com,3130869000,4610526000,54762000,0.47,3/23/2017 0:00
812074,OI,OWENS ILLINOIS INC /DE/,Non-Paper Containers & Packaging,Basic Materials,3221,www.o-i.com,9135000000,6702000000,209000000,1.28,3/31/2017 0:00
1042046,AFG,AMERICAN FINANCIAL GROUP INC,Property & Casualty Insurance,Financials,6331,http://www.amfnl.com,55072000000,6498000000,649000000,7.33,5/1/2017 0:00
1002047,NTAP,"NETAPP, INC.",Computer Hardware,Technology,3572,http://www.netapp.com,10037000000,5546000000,229000000,0.77,2/15/2017 0:00
775158,OSK,OSHKOSH CORP,Heavy Machinery & Vehicles,Industrials,3711,http://www.oshkoshtruckcorporation.com/,4513800000,6279200000,216400000,2.91,4/19/2017 0:00
1002910,AEE,AMEREN CORP,Multiline Utilities,Utilities,4931,www.ameren.com,24699000000,6076000000,659000000,2.68,4/28/2017 0:00
1591588,AMRK,"A-MARK PRECIOUS METALS, INC.",Integrated  Mining,Basic Materials,5094,,437147000,6784039000,9271000,1.3,5/8/2017 0:00
890491,BKS,BARNES & NOBLE INC,Other Specialty Retailers,Consumer Cyclicals,5940,www.barnesandnobleinc.com,2012782000,4163844000,-24446000,-0.49,2/28/2017 0:00
26780,DAN,DANA INC,"Auto, Truck & Motorcycle Parts",Consumer Cyclicals,3714,www.dana.com,4860000000,5826000000,640000000,4.36,4/21/2017 0:00
16918,STZ,"CONSTELLATION BRANDS, INC.",Distillers & Wineries,Consumer Non-Cyclicals,2080,www.cbrands.com,18602400000,7331500000,1535100000,14.45,4/21/2017 0:00
1301611,LPNT,"LIFEPOINT HEALTH, INC.",Healthcare Facilities & Services,Healthcare,8062,http://www.lifepointhospitals.com,6319000000,6364000000,121900000,2.82,4/21/2017 0:00
1136869,ZBH,"ZIMMER BIOMET HOLDINGS, INC.","Medical Equipment, Supplies & Distribution",Healthcare,3842,http://www.zimmer.com,26684400000,7683900000,305900000,1.51,5/1/2017 0:00
793952,HOG,HARLEY DAVIDSON INC,Auto & Truck Manufacturers,Consumer Cyclicals,3751,http://www.harley-davidson.com,9890240000,5996458000,692164000,3.83,4/28/2017 0:00
822416,PHM,PULTEGROUP INC/MI/,Homebuilding,Consumer Cyclicals,1531,http://www.pulte.com,10178200000,7668476000,602703000,1.75,4/20/2017 0:00
814453,NWL,NEWELL BRANDS INC,"Appliances, Tools & Housewares",Consumer Cyclicals,3089,www.newellco.com,33837500000,13264000000,527800000,1.25,4/28/2017 0:00
8818,AVY,AVERY DENNISON CORP,Non-Paper Containers & Packaging,Basic Materials,2670,www.averydennison.com,4396400000,6086500000,320700000,3.54,4/29/2017 0:00
1037976,JLL,JONES LANG LASALLE INC,Real Estate Services,Financials,6531,www.joneslanglasalle.com,7629400000,6803800000,318200000,6.98,5/1/2017 0:00
783325,WEC,"WEC ENERGY GROUP, INC.",Electric Utilities,Utilities,4931,http://www.wisconsinenergy.com/,30123200000,7472300000,940200000,2.96,3/31/2017 0:00
101778,MRO,MARATHON OIL CORP,Oil & Gas Exploration and Production,Energy,1311,http://www.marathon.com,31094000000,4031000000,-2140000000,-2.61,4/30/2017 0:00
